Season,Team,League,GP,G,A,TP,PIM,PlusMinus,PlayerID
2009-10,Shawinigan Cataractes,QMJHL,58,24,38,62,37,1,36719
2009-10,Canada U18,WJC-18,6,2,1,3,2,3,36719
2009-10,QMJHL All-Stars,CHL Challenge,2,0,1,1,0,0,36719
2009-10,Gatineau Olympiques,QMJHL,63,9,26,35,45,14,34749
2009-10,Kootenay Ice,WHL,70,3,23,26,77,33,37152
2009-10,Team Southwest,USHS-MN,23,9,15,24,40,,40259
2009-10,Minnetonka High,USHS-MN,17,17,26,43,14,,40259
2009-10,Minnetonka High,MN State,3,3,2,5,0,,40259
2009-10,Chilliwack Bruins,WHL,72,25,36,61,101,9,31085
2009-10,Rimouski Océanic,QMJHL,63,13,34,47,54,0,34785
2009-10,Czech Republic U18 (all),International-Jr,4,0,1,1,6,,34785
2009-10,Brampton Capitals,OJAHL,10,6,5,11,24,,39485
2009-10,Orangeville Crushers,CCHL,19,13,13,26,26,11,39485
2009-10,Canada East U19,WJAC-19,4,1,1,2,2,,39485
2009-10,Portland Winterhawks,WHL,71,5,25,30,65,13,27126
2009-10,MODO Hockey J18,J18 Elit,8,11,15,26,10,,27945
2009-10,MODO Hockey J18,J18 Allsvenskan,16,10,3,13,12,,27945
2009-10,MODO Hockey J20,SuperElit,32,7,20,27,22,,27945
2009-10,Norway U18,WJC-18 D1,5,7,15,22,4,11,27945
2009-10,Norway U20,WJC-20 D1,5,3,1,4,0,6,27945
2009-10,USNTDP Juniors,USHL,27,10,13,23,6,15,20708
2009-10,U.S. National U17 Team,USDP,1,0,0,0,0,,20708
2009-10,U.S. National U18 Team,USDP,65,26,26,52,24,,20708
2009-10,USA U18,WJC-18,7,4,2,6,4,4,20708
2009-10,Montréal Juniors,QMJHL,66,15,18,33,69,-5,37500
2009-10,Shattuck St. Mary's Midget Prep,USHS-Prep,54,23,23,46,80,,75016
2009-10,Calgary Hitmen,WHL,64,6,33,39,62,16,37110
2009-10,Calgary Hitmen,M-Cup,4,0,0,0,4,0,37110
2009-10,Plymouth Whalers,OHL,68,3,9,12,116,10,33650
2009-10,Saint John Sea Dogs,QMJHL,67,15,45,60,38,41,24635
2009-10,Russia U18 (all),International-Jr,4,1,2,3,4,-2,24635
2009-10,Russia U18,Hlinka Memorial,4,1,2,3,4,-2,24635
2009-10,Newmarket Hurricanes,CCHL,39,7,16,23,16,,73778
2009-10,Team Southeast,USHS-MN,16,4,9,13,12,,67092
2009-10,Woodbury High,USHS-MN,25,19,17,36,36,,67092
2009-10,Sioux City Musketeers,USHL,11,1,1,2,2,-6,67092
2009-10,Lewiston MAINEiacs,QMJHL,68,28,27,55,60,-12,37543
2009-10,AIK J18,J18 Allsvenskan,2,1,1,2,0,,18332
2009-10,AIK J20,SuperElit,28,6,9,15,53,,18332
2009-10,AIK,Allsvenskan,2,0,0,0,0,0,18332
2009-10,Sweden U18,WJC-18,6,0,2,2,6,-2,18332
2009-10,Sweden U18 (all),International-Jr,16,1,6,7,6,,18332
2009-10,Sweden U18/19,WJAC-19,4,1,2,3,0,,18332
2009-10,Acadie-Bathurst Titan,QMJHL,64,4,34,38,72,-22,37074
2009-10,Camrose Kodiaks,AJHL,34,3,19,22,61,,39631
2009-10,Sault Ste. Marie Greyhounds,OHL,68,5,28,33,81,-11,31583
2009-10,Belleville Bulls,OHL,66,4,45,49,61,-27,33613
2009-10,Canada U18,WJC-18,6,0,2,2,0,7,33613
2009-10,Canada U18,JWC-18,4,0,1,1,2,,33613
2009-10,Owen Sound Attack,OHL,62,4,36,40,26,1,45578
2009-10,Canada U18,WJC-18,6,0,1,1,2,3,45578
2009-10,Vancouver Giants,WHL,72,37,60,97,44,6,18886
2009-10,Owen Sound Attack,OHL,68,23,40,63,32,-18,31284
2009-10,Canada U18,WJC-18,6,1,2,3,4,2,31284
2009-10,Kärpät U20,Jr. A SM-liiga,18,14,15,29,2,9,16039
2009-10,Kärpät,Liiga,18,2,2,4,4,-2,16039
2009-10,Suomi U20,Mestis,4,1,0,1,0,-1,16039
2009-10,Finland U18,WJC-18,6,1,7,8,0,-1,16039
2009-10,Finland U18 (all),International-Jr,12,4,11,15,0,,16039
2009-10,Finland U20 (all),International-Jr,3,0,1,1,0,,16039
2009-10,Erie Otters,OHL,63,25,30,55,97,-10,13839
2009-10,Saginaw Spirit,OHL,51,26,18,44,20,2,41028
2009-10,Russia U20,WJC-20,5,0,0,0,2,0,41028
2009-10,Russia U18,Hlinka Memorial,3,0,3,3,0,0,41028
2009-10,Russian Selects,Jr Super Series,1,0,0,0,2,-1,41028
2009-10,Univ. of Wisconsin,NCAA,41,2,10,12,51,16,31270
2009-10,USA U20,WJC-20,7,0,3,3,0,5,31270
2009-10,Kiekko-Vantaa U18,Jr. B SM-sarja Q,12,1,5,6,22,,45342
2009-10,Kiekko-Vantaa U18,Jr. B SM-sarja,23,2,12,14,49,,45342
2009-10,Finland U18,WJC-18,6,1,1,2,6,3,45342
2009-10,Finland U18 (all),International-Jr,2,0,0,0,2,,45342
2009-10,Windsor Spitfires,OHL,67,39,40,79,43,19,13670
2009-10,Windsor Spitfires,M-Cup,4,2,5,7,2,6,13670
2009-10,Södertälje SK J18,J18 Elit,15,15,27,42,61,,20065
2009-10,Södertälje SK J20,SuperElit,27,7,10,17,54,,20065
2009-10,Sweden U18 (all),International-Jr,3,3,0,3,0,,20065
2009-10,USNTDP Juniors,USHL,26,8,15,23,20,15,40260
2009-10,U.S. National U18 Team,USDP,64,20,31,51,50,,40260
2009-10,USA U18,WJC-18,6,1,2,3,6,5,40260
2009-10,Everett Silvertips,WHL,70,4,20,24,68,12,30490
2009-10,EV Landshut U18,DNL,2,1,3,4,0,4,17637
2009-10,Landshut Cannibals,Germany2,38,12,9,21,38,,17637
2009-10,Augsburger Panther,DEL,4,0,0,0,0,0,17637
2009-10,Germany U18,WJC-18 D1,5,4,2,6,2,8,17637
2009-10,DEB U20,DEB-Pokal,2,2,0,2,2,,17637
2009-10,Jokerit U20,Jr. A SM-liiga,17,20,21,41,41,22,16036
2009-10,Jokerit,Liiga,12,1,2,3,6,-10,16036
2009-10,Finland U18,WJC-18,6,10,5,15,10,-2,16036
2009-10,Finland U18 (all),International-Jr,11,10,7,17,4,,16036
2009-10,Finland U20 (all),International-Jr,7,0,8,8,6,,16036
2009-10,Alberni Valley Bulldogs,BCHL,59,26,54,80,44,,45873
2009-10,Team Southeast,USHS-MN,20,5,11,16,25,,75022
2009-10,Bloomington Jefferson High,USHS-MN,25,12,28,40,18,32,75022
2009-10,Milton Academy,USHS-Prep,28,14,21,35,-,,74999
2009-10,Skellefteå AIK J18,J18 Elit,2,0,0,0,2,,13901
2009-10,Skellefteå AIK J18,J18 Allsvenskan,4,0,1,1,0,,13901
2009-10,Skellefteå AIK J20,SuperElit,40,2,7,9,39,,13901
2009-10,Skellefteå AIK,SHL,1,0,0,0,0,0,13901
2009-10,Sweden U18,WJC-18,6,0,1,1,2,4,13901
2009-10,Sweden U18 (all),International-Jr,16,0,1,1,6,,13901
2009-10,Sweden U18/19,WJAC-19,4,0,0,0,0,,13901
2009-10,Cape Breton Screaming Eagles,QMJHL,60,4,25,29,56,17,37281
2009-10,Shattuck St. Mary's Midget Prep,USHS-Prep,55,32,40,72,26,,75029
2009-10,Gatineau Olympiques,QMJHL,50,27,35,62,50,15,37572
2009-10,Mississauga St. Michael's Majors,OHL,65,15,19,34,157,2,37665
2009-10,South Shore Kings,EJHL,44,34,49,83,70,,39429
2009-10,Hamilton Red Wings,CCHL,49,35,40,75,30,17,75045
2009-10,Calgary Hitmen,WHL,39,5,13,18,46,-1,33548
2009-10,Kamloops Blazers,WHL,26,2,7,9,28,-3,33548
2009-10,Oshawa Generals,OHL,68,10,40,50,82,-23,31572
2009-10,Springfield Falcons,AHL,2,0,0,0,0,2,31572
2009-10,Djurgårdens IF J20,SuperElit,9,3,3,6,4,,6047
2009-10,Djurgårdens IF,SHL,54,5,6,11,10,-9,6047
2009-10,Sweden U20 (all),International-Jr,3,1,3,4,6,,6047
2009-10,The Governor's Academy,USHS-Prep,27,21,19,40,112,,75021
2009-10,Niagara IceDogs,OHL,64,25,30,55,12,6,31570
2009-10,Canada U18,WJC-18,6,1,5,6,0,5,31570
2009-10,Owen Sound Attack,OHL,46,17,18,35,101,-11,33632
2009-10,Frölunda HC J18,J18 Elit,10,2,4,6,12,,21717
2009-10,Frölunda HC J18,J18 Allsvenskan,10,1,9,10,10,,21717
2009-10,Frölunda HC J20,SuperElit,27,0,5,5,32,,21717
2009-10,Södertälje SK J20,SuperElit,32,8,29,37,20,,10065
2009-10,Södertälje SK,SHL,27,1,9,10,2,-8,10065
2009-10,Sweden U19 (all),International-Jr,6,3,5,8,2,,10065
2009-10,Sweden U20 (all),International-Jr,3,0,2,2,0,,10065
2009-10,Brandon Wheat Kings,WHL,61,9,19,28,85,16,45473
2009-10,Brandon Wheat Kings,M-Cup,5,0,0,0,15,-2,45473
2009-10,Calgary Hitmen,WHL,51,3,11,14,157,6,37114
2009-10,Calgary Hitmen,M-Cup,2,1,0,1,34,1,37114
2009-10,Northern Michigan Univ.,NCAA,41,12,23,35,22,12,17503
2009-10,Penticton Vees,BCHL,56,0,23,23,51,,46959
2009-10,Portland Winterhawks,WHL,71,12,31,43,70,13,32785
2009-10,Portland Winterhawks,WHL,61,27,30,57,103,17,33566
2009-10,USA U20,WJC-20,7,0,0,0,6,1,33566
2009-10,Delbarton School,USHS-Prep,27,50,33,83,40,,75015
2009-10,U.S. National U18 Team,USDP,2,0,0,0,2,,75015
2009-10,Bloomington Jefferson High,USHS-MN,25,26,28,54,42,37,40252
2009-10,Team Southeast,USHS-MN,24,15,27,42,40,,40252
2009-10,Mississauga St. Michael's Majors,OHL,43,3,5,8,55,-11,33658
2009-10,Brampton Battalion,OHL,66,21,21,42,96,0,32716
2009-10,Prince Edward Island Rocket,QMJHL,66,13,28,41,91,-3,34799
2009-10,Czech Republic U20 (all),International-Jr,4,0,0,0,8,,34799
2009-10,Djurgårdens IF J20,SuperElit,20,5,2,7,12,,10051
2009-10,Djurgårdens IF,SHL,30,2,3,5,26,-6,10051
2009-10,Sweden U20,WJC-20,6,3,2,5,6,5,10051
2009-10,Sweden U20 (all),International-Jr,11,4,2,6,20,,10051
2009-10,Vancouver Giants,WHL,72,41,40,81,111,9,25705
2009-10,Sioux City Musketeers,USHL,53,3,3,6,36,-8,35674
2009-10,USA U18,Hlinka Memorial,4,0,1,1,0,,35674
2009-10,USA U19,WJAC-19,5,0,1,1,4,,35674
2009-10,Cedar Rapids Roughriders,USHL,51,11,11,22,57,4,40237
2009-10,Des Moines Buccaneers,USHL,18,13,6,19,16,3,31285
2009-10,Jungadler Mannheim U18,DNL,24,32,35,67,20,47,34842
2009-10,Heilbronner Falken,Germany2,18,0,3,3,0,,34842
2009-10,Germany U18,WJC-18 D1,5,4,7,11,0,12,34842
2009-10,Germany U20,WJC-20 D1,5,4,2,6,4,7,34842
2009-10,Heilbronner Falken,DEB-Pokal,1,0,0,0,0,,34842
2009-10,Sarnia Sting,OHL,66,6,23,29,75,-38,32748
2009-10,Kingston Frontenacs,OHL,66,15,11,26,31,-5,39752
2009-10,Barrie Colts,OHL,63,7,14,21,121,26,22629
2009-10,Moose Jaw Warriors,WHL,62,4,6,10,70,1,45511
2009-10,Winnipeg South Blues,MJHL,53,29,32,61,55,,40229
2009-10,HV71 J20,SuperElit,37,23,26,49,10,16,10967
2009-10,HV71,SHL,2,0,0,0,0,0,10967
2009-10,Sweden U18 (all),International-Jr,4,0,0,0,12,,10967
2009-10,Sweden U19 (all),International-Jr,6,5,3,8,2,,10967
2009-10,Sweden U18/19,WJAC-19,4,0,2,2,12,,10967
2009-10,Metallurg Novokuznetsk,KHL,21,1,1,2,12,0,19425
2009-10,Kuznetskie Medvedi,MHL,11,6,12,18,26,4,19425
2009-10,Russia U20,WJC-20,6,0,3,3,0,2,19425
2009-10,Russian Selects,Jr Super Series,6,4,0,4,4,-2,19425
2009-10,Great Plains,USHS-MN,17,1,7,8,0,,79185
2009-10,Detroit Lakes High,USHS-MN,25,49,41,90,62,,79185
2009-10,AIK J20,SuperElit,5,4,6,10,2,,13025
2009-10,AIK,Allsvenskan,6,1,2,3,4,2,13025
2009-10,Regina Pats,WHL,59,1,33,34,37,15,45525
2009-10,Halifax Mooseheads,QMJHL,48,5,20,25,28,-26,34836
2009-10,Germany U18,WJC-18 D1,5,2,9,11,4,13,34836
2009-10,Germany U18 (all),International-Jr,7,2,11,13,6,,34836
2009-10,Germany U20,WJC-20 D1,5,0,4,4,6,9,34836
2009-10,Germany U20 (all),International-Jr,5,0,4,4,6,9,34836
2009-10,Saint John Sea Dogs,QMJHL,56,8,13,21,39,18,37425
2009-10,Kootenay Ice,WHL,54,4,9,13,106,-5,33560
2009-10,Chilliwack Bruins,WHL,59,0,6,6,146,-15,45484
2009-10,Indiana Ice,USHL,58,11,29,40,99,11,37758
2009-10,Timrå IK J20,SuperElit,40,3,13,16,118,,10586
2009-10,Timrå IK,SHL,11,0,0,0,0,1,10586
2009-10,Sweden U19 (all),International-Jr,6,0,1,1,4,,10586
2009-10,London Nationals,GOJHL,20,0,7,7,26,,45609
2009-10,London Knights,OHL,53,2,3,5,32,11,45609
2009-10,Tri-City Americans,WHL,72,21,52,73,26,6,32758
2009-10,Niagara IceDogs,OHL,60,23,37,60,94,18,31568
2009-10,Val-d'Or Foreurs,QMJHL,44,5,7,12,43,-8,37403
2009-10,Lewiston MAINEiacs,QMJHL,66,10,32,42,65,-9,37472
2009-10,Chicago Steel,USHL,55,6,10,16,76,3,37830
2009-10,Brandon Wheat Kings,WHL,39,11,17,28,25,13,32806
2009-10,Brandon Wheat Kings,M-Cup,5,0,0,0,5,-3,32806
2009-10,The Gunnery Prep,USHS-Prep,31,2,21,23,20,,75032
2009-10,Indiana Ice,USHL,51,5,14,19,14,-7,31269
2009-10,Dinamo Juniors Riga,Belarus,46,6,3,9,28,-18,34663
2009-10,Latvia U18,WJC-18,6,2,1,3,0,-5,34663
2009-10,Saskatoon Blades,WHL,71,18,30,48,55,19,32770
2009-10,Cushing Academy,USHS-Prep,31,4,18,22,0,,38034
2009-10,Saskatoon Blades,WHL,44,0,3,3,84,-3,19183
2009-10,Univ. of Michigan,NCAA,29,4,8,12,27,2,18883
2009-10,Chilliwack Bruins,WHL,72,22,20,42,57,0,32803
2009-10,Chilliwack Bruins,WHL,6,0,0,0,32,2,37116
2009-10,Saskatoon Blades,WHL,59,6,6,12,131,-4,37116
2009-10,Michigan State Univ.,NCAA,20,7,5,12,10,5,19180
2009-10,Tri-City Americans,WHL,59,16,20,36,14,2,26390
2009-10,EV Landshut U18,DNL,17,10,7,17,63,9,43428
2009-10,Landshut Cannibals,Germany2,29,6,3,9,6,,43428
2009-10,Germany U18,WJC-18 D1,5,0,4,4,14,7,43428
2009-10,Landshut Cannibals,DEB-Pokal,1,0,0,0,0,,43428
2009-10,Severstal Cherepovets,KHL,47,6,8,14,30,-10,11858
2009-10,Almaz Cherepovets,MHL,4,1,0,1,12,2,11858
2009-10,Russia U20,WJC-20,6,2,2,4,6,2,11858
2009-10,Cedar Rapids Roughriders,USHL,60,15,39,54,34,10,15516
2009-10,USNTDP Juniors,USHL,28,5,10,15,22,1,20722
2009-10,U.S. National U17 Team,USDP,2,1,1,2,12,,20722
2009-10,U.S. National U18 Team,USDP,65,18,19,37,36,,20722
2009-10,USA U18,WJC-18,7,2,1,3,2,5,20722
2009-10,Ilves U20,Jr. A SM-liiga,2,0,0,0,2,-1,16049
2009-10,Ilves,Liiga,43,10,9,19,32,1,16049
2009-10,Suomi U20,Mestis,1,0,0,0,0,0,16049
2009-10,Finland U20,WJC-20,6,2,0,2,0,-1,16049
2009-10,Finland U20 (all),International-Jr,14,2,2,4,4,,16049
2009-10,Winnipeg South Blues,MJHL,56,6,25,31,63,,40030
2009-10,Green Bay Gamblers,USHL,52,15,14,29,107,17,37775
2009-10,USA U19,WJAC-19,5,0,1,1,4,,37775
2009-10,Team Northeast,USHS-MN,15,2,4,6,16,,40255
2009-10,Mahtomedi High,USHS-MN,23,18,30,48,40,,40255
2009-10,Mahtomedi High,MN State,3,1,6,7,8,,40255
2009-10,Vernon Vipers,BCHL,41,12,41,53,18,,38013
2009-10,Vernon Vipers,Doyle Cup,7,3,5,8,2,,38013
2009-10,Vernon Vipers,RBC Cup,6,5,4,9,2,,38013
2009-10,Canada West U19,WJAC-19,5,3,3,6,4,,38013
2009-10,St. Thomas Academy,USHS-MN,25,24,33,57,26,,40253
2009-10,Team Southeast,USHS-MN,22,11,11,22,31,,40253
2009-10,Lugano U20,Elite Jr. A,1,0,0,0,0,,17695
2009-10,HC Lugano,NLA,44,1,7,8,14,,17695
2009-10,EHC Visp,NLB,0,0,0,0,0,,17695
2009-10,Switzerland U20,WJC-20,7,3,1,4,4,-4,17695
2009-10,Switzerland U20 (all),International-Jr,19,7,5,12,8,,17695
2009-10,Halifax Mooseheads,QMJHL,54,1,5,6,158,-17,45145
2009-10,AIK J18,J18 Elit,1,0,1,1,0,,10384
2009-10,AIK J18,J18 Allsvenskan,9,2,3,5,0,,10384
2009-10,AIK J20,SuperElit,33,2,6,8,4,,10384
2009-10,Sweden U18 (all),International-Jr,3,0,0,0,2,,10384
2009-10,MODO Hockey J18,J18 Elit,5,4,5,9,0,,13078
2009-10,MODO Hockey J18,J18 Allsvenskan,8,4,2,6,12,,13078
2009-10,MODO Hockey J20,SuperElit,31,16,10,26,18,,13078
2009-10,Sweden U18,WJC-18,6,3,1,4,6,3,13078
2009-10,Sweden U18 (all),International-Jr,10,6,4,10,14,,13078
2009-10,Portland Winterhawks,WHL,66,14,16,30,157,12,32784
2009-10,Kamloops Blazers,WHL,72,29,36,65,83,2,24082
2009-10,Lake Superior State Univ.,NCAA,36,2,6,8,18,-10,49303
2010-11,Red Deer Rebels,WHL,69,31,75,106,51,30,25636
2010-11,Canada U18,Hlinka Memorial,5,5,2,7,6,8,25636
2010-11,Kitchener Rangers,OHL,53,36,30,66,61,27,10393
2010-11,Sweden U20,WJC-20,1,1,1,2,0,3,10393
2010-11,Sweden U20 (all),International-Jr,6,1,3,4,6,,10393
2010-11,Saint John Sea Dogs,QMJHL,67,43,62,105,88,59,45261
2010-11,Saint John Sea Dogs,M-Cup,4,3,3,6,4,3,45261
2010-11,Canada U18,Hlinka Memorial,5,0,3,3,2,3,45261
2010-11,Skellefteå AIK,SHL,37,1,8,9,41,12,10713
2010-11,Sweden U20,WJC-20,6,1,3,4,4,4,10713
2010-11,Sweden U20 (all),International-Jr,15,1,7,8,46,,10713
2010-11,Niagara IceDogs,OHL,65,33,73,106,82,28,44789
2010-11,Djurgårdens IF J18,J18 Elit,2,3,2,5,2,,23856
2010-11,Djurgårdens IF J20,SuperElit,27,12,9,21,12,,23856
2010-11,Djurgårdens IF,SHL,26,5,4,9,2,1,23856
2010-11,Sweden U18,WJC-18,6,4,4,8,2,8,23856
2010-11,Sweden U18 (all),International-Jr,19,13,10,23,14,16,23856
2010-11,Barrie Colts,OHL,66,22,53,75,35,-22,75379
2010-11,Canada U18,WJC-18,7,6,2,8,2,1,75379
2010-11,Drummondville Voltigeurs,QMJHL,58,36,60,96,36,55,32885
2010-11,Canada U20,WJC-20,7,2,1,3,0,6,32885
2010-11,Niagara IceDogs,OHL,67,12,46,58,77,35,45596
2010-11,Canada U18,Hlinka Memorial,5,1,2,3,2,5,45596
2010-11,Färjestad BK J18,J18 Elit,2,0,1,1,2,,19980
2010-11,Färjestad BK,SHL,42,0,4,4,12,6,19980
2010-11,Sweden U18,WJC-18,4,0,1,1,2,3,19980
2010-11,Sweden U18 (all),International-Jr,13,3,3,6,22,6,19980
2010-11,Sweden U20 (all),International-Jr,3,0,1,1,0,,19980
2010-11,Färjestad BK,ET,4,0,1,1,2,,19980
2010-11,Saskatoon Blades,WHL,72,5,38,43,121,40,37238
2010-11,Canada U18,Hlinka Memorial,5,1,2,3,6,8,37238
2010-11,Kitchener Rangers,OHL,63,26,53,79,36,22,44666
2010-11,Canada U18,WJC-18,7,4,9,13,2,2,44666
2010-11,Portland Winterhawks,WHL,66,34,51,85,74,23,33591
2010-11,Switzerland U20,WJC-20,6,1,1,2,4,-5,33591
2010-11,Switzerland U20 (all),International-Jr,15,3,5,8,6,,33591
2010-11,Northeastern Univ.,NCAA,38,4,9,13,57,15,37832
2010-11,USNTDP Juniors,USHL,21,3,12,15,48,4,38624
2010-11,U.S. National U18 Team,USDP,35,12,23,35,38,,38624
2010-11,USA U18,WJC-18,6,4,8,12,6,8,38624
2010-11,Ässät,Liiga,48,18,11,29,24,9,40624
2010-11,Suomi U20,Mestis,4,0,3,3,6,0,40624
2010-11,Finland U18,WJC-18,6,4,9,13,8,2,40624
2010-11,Finland U18 (all),International-Jr,12,7,13,20,16,6,40624
2010-11,Finland U20,WJC-20,6,0,1,1,2,1,40624
2010-11,Finland U20 (all),International-Jr,10,0,3,3,8,,40624
2010-11,Saint John Sea Dogs,QMJHL,65,12,33,45,52,44,37422
2010-11,Saint John Sea Dogs,M-Cup,4,1,2,3,2,0,37422
2010-11,Prince Albert Raiders,WHL,70,32,49,81,53,-4,26414
2010-11,Canada U18,WJC-18,7,0,6,6,2,-3,26414
2010-11,Färjestad BK J18,J18 Elit,3,1,2,3,0,,16804
2010-11,Färjestad BK J18,J18 Allsvenskan,5,2,1,3,2,,16804
2010-11,Färjestad BK,SHL,23,1,1,2,2,1,16804
2010-11,Skåre BK,Division 1,12,0,1,1,0,,16804
2010-11,Sweden U18,WJC-18,6,1,3,4,4,4,16804
2010-11,Sweden U18 (all),International-Jr,17,2,12,14,8,9,16804
2010-11,USNTDP Juniors,USHL,9,3,1,4,6,6,45417
2010-11,U.S. National U17 Team,USDP,2,0,0,0,4,,45417
2010-11,U.S. National U18 Team,USDP,22,6,4,10,6,,45417
2010-11,USA U18,WJC-18,6,3,1,4,2,7,45417
2010-11,USA U18,Hlinka Memorial,5,1,3,4,1,,45417
2010-11,Plymouth Whalers,OHL,68,34,43,77,80,14,45567
2010-11,USNTDP Juniors,USHL,20,7,4,11,41,8,38619
2010-11,U.S. National U18 Team,USDP,55,19,12,31,161,8,38619
2010-11,USA U18,WJC-18,6,2,1,3,49,3,38619
2010-11,Portland Winterhawks,WHL,60,9,40,49,67,23,37180
2010-11,Peterborough Petes,OHL,55,34,35,69,49,-33,45571
2010-11,Canada U18,Hlinka Memorial,5,3,4,7,2,7,45571
2010-11,Mississauga St. Michael's Majors,OHL,64,4,29,33,50,50,45602
2010-11,Mississauga St. Michael's Majors,M-Cup,5,0,4,4,4,1,45602
2010-11,Canada U18,Hlinka Memorial,5,0,0,0,0,3,45602
2010-11,Victoriaville Tigres,QMJHL,64,23,44,67,59,17,45282
2010-11,Canada U18,Hlinka Memorial,5,0,3,3,4,4,45282
2010-11,London Knights,OHL,68,30,38,68,49,12,39029
2010-11,Russian Selects,Jr Super Series,1,0,0,0,0,0,39029
2010-11,Saint John Sea Dogs,QMJHL,67,38,57,95,16,48,44594
2010-11,Saint John Sea Dogs,M-Cup,4,1,4,5,0,3,44594
2010-11,Oshawa Generals,OHL,61,29,29,58,42,14,32422
2010-11,Denmark U20,WJC-20 D1,5,2,3,5,10,3,32422
2010-11,Plymouth Whalers,OHL,49,20,25,45,12,14,17435
2010-11,Sweden U18 (all),International-Jr,5,0,2,2,4,0,17435
2010-11,Sweden U20,WJC-20,5,0,3,3,2,-3,17435
2010-11,Sweden U20 (all),International-Jr,7,0,3,3,4,,17435
2010-11,Vancouver Giants,WHL,62,6,19,25,83,1,23298
2010-11,Czech Republic U18,WJC-18,5,0,0,0,6,-1,23298
2010-11,Czech Republic U18 (all),International-Jr,6,1,0,1,8,,23298
2010-11,Czech Republic U20 (all),International-Jr,3,0,0,0,2,,23298
2010-11,Portland Winterhawks,WHL,67,28,51,79,55,20,26385
2010-11,USNTDP Juniors,USHL,23,12,13,25,18,10,38622
2010-11,U.S. National U18 Team,USDP,58,39,34,73,65,,38622
2010-11,USA U18,WJC-18,6,2,6,8,6,5,38622
2010-11,Youngstown Phantoms,USHL,52,7,9,16,159,-18,45906
2010-11,USA U19,WJAC-19,4,0,1,1,4,,45906
2010-11,Saint John Sea Dogs,QMJHL,60,31,25,56,17,46,34751
2010-11,Slovakia U20,WJC-20,6,1,0,1,0,0,34751
2010-11,Saint John Sea Dogs,M-Cup,4,4,1,5,2,3,34751
2010-11,Boston Univ.,NCAA,39,5,21,26,80,8,20714
2010-11,Oshawa Generals,OHL,63,25,41,66,57,10,45587
2010-11,Canada U18,Hlinka Memorial,5,2,1,3,0,2,45587
2010-11,Windsor Spitfires,OHL,67,34,42,76,28,9,41925
2010-11,HC Slavia Praha U20,Czech U20,1,0,0,0,0,1,65564
2010-11,HC Slavia Praha,Czech,33,3,7,10,16,4,65564
2010-11,Czech Republic U18,WJC-18,6,4,1,5,10,-2,65564
2010-11,Czech Republic U18 (all),International-Jr,13,8,6,14,16,-1,65564
2010-11,Czech Republic U20 (all),International-Jr,1,3,0,3,2,,65564
2010-11,Leksands IF J18,J18 Allsvenskan,4,4,4,8,0,,15747
2010-11,Leksands IF J20,SuperElit,13,3,9,12,2,,15747
2010-11,Leksands IF,Allsvenskan,37,5,6,11,8,-5,15747
2010-11,Sweden U18,WJC-18,6,2,3,5,4,5,15747
2010-11,Sweden U18 (all),International-Jr,20,4,16,20,12,7,15747
2010-11,Saginaw Spirit,OHL,59,27,28,55,47,8,31264
2010-11,Sarnia Sting,OHL,49,21,20,41,47,-1,45554
2010-11,Canada U18,WJC-18,7,4,3,7,6,0,45554
2010-11,Canada U18,Hlinka Memorial,5,4,0,4,2,5,45554
2010-11,HIFK U20,Jr. A SM-liiga,40,20,32,52,49,5,19426
2010-11,HIFK,Liiga,2,0,0,0,0,0,19426
2010-11,Suomi U20,Mestis,6,3,3,6,6,3,19426
2010-11,Finland U18,WJC-18,6,2,8,10,6,4,19426
2010-11,Finland U18 (all),International-Jr,23,14,19,33,14,4,19426
2010-11,Finland U20 (all),International-Jr,3,0,2,2,0,,19426
2010-11,Moose Jaw Warriors,WHL,71,2,18,20,95,3,59478
2010-11,Boston Univ.,NCAA,39,10,13,23,16,-1,20723
2010-11,Montréal Juniors,QMJHL,67,8,35,43,44,27,45164
2010-11,Canada U18,Hlinka Memorial,5,1,1,2,2,2,45164
2010-11,Frölunda HC J20,SuperElit,15,10,9,19,4,,16727
2010-11,Frölunda HC,SHL,41,1,0,1,10,-7,16727
2010-11,Borås HC,Allsvenskan,1,0,0,0,0,0,16727
2010-11,Sweden U19 (all),International-Jr,7,9,6,15,10,,16727
2010-11,Sweden U20,WJC-20,6,0,1,1,0,-1,16727
2010-11,Sweden U20 (all),International-Jr,14,0,4,4,4,,16727
2010-11,Frölunda HC,ET,8,1,0,1,2,,16727
2010-11,Jokerit U20,Jr. A SM-liiga,41,18,13,31,14,10,45423
2010-11,Jokerit,Liiga,1,0,0,0,0,0,45423
2010-11,Suomi U20,Mestis,2,1,1,2,0,-1,45423
2010-11,Finland U19 (all),International-Jr,7,4,4,8,8,,45423
2010-11,Finland U20 (all),International-Jr,4,0,0,0,2,,45423
2010-11,Kärpät,Liiga,40,4,6,10,53,2,43419
2010-11,Suomi U20,Mestis,3,1,1,2,27,0,43419
2010-11,Finland U18,WJC-18,6,4,2,6,2,0,43419
2010-11,Finland U18 (all),International-Jr,12,7,4,11,8,2,43419
2010-11,Finland U20,WJC-20,6,2,1,3,14,3,43419
2010-11,Finland U20 (all),International-Jr,13,3,1,4,28,,43419
2010-11,Kärpät,ET,5,0,0,0,4,,43419
2010-11,VIK Västerås HK J18,J18 Elit,5,2,4,6,6,,19432
